AIRLINE,IATA_CODE,COUNTRY,ACTIVE
Farnair Hungary,,Hungary,N
Farnair Netherlands,,Netherlands,N
Farnair Switzerland,,Switzerland,N
Farnas Aviation Services,,Sudan,N
Faroecopter,,Denmark,N
Faroejet,F6,Faroe Islands,N
Farwest Airlines,,United States,N
Faso Airways,F3,Burkina Faso,N
Fast Helicopters,,United Kingdom,N
Fayban Air Services,,Nigeria,N
Fayetteville Flying Service and Scheduled Skyways System,,United States,N
Federal Air,,South Africa,N
Federal Airlines,,Sweden,N
Federal Armed Forces,,Germany,N
Federal Armored Service,,United States,N
Federal Aviation Administration,,United States,N
Federal Express,FX,United States,N
Feniks Airline,,Kazakhstan,N
Feria Aviacion,,Spain,N
Fika Salaama Airlines,N8,Uganda,N
Finalair Congo,4S,Republic of the Congo,N
Financial Airxpress,,United States,N
Fine Airlines,,United States,N
Finist'air,,France,N
Finnair,AY,Finland,Y
Finncomm Airlines,FC,Finland,Y
Finnish Air Force,,Finland,N
Firefly,FY,Malaysia,Y
First Air,7F,Canada,Y
First Air Transport,,Japan,N
First Cambodia Airlines,,Cambodia,N
First Choice Airways,DP,United Kingdom,Y
First City Air,,United Kingdom,N
First Flying Squadron,,United States,N
First Line Air,,Sierra Leone,N
First Sabre,,Mexico,N
Fischer Air,8F,Czech Republic,N
Fischer Air Polska,,Poland,N
Flagship Express Services,,United States,N
Flair Airlines,,Canada,N
Flamenco Airways,,United States,N
Flamingo Air,,United States,N
Flamingo Air-Line,,Kazakhstan,N
Flash Airlines,,Egypt,N
Fleet Requirements Air Direction Unit,,United Kingdom,N
Fleetair,,South Africa,N
Flexair,,Netherlands,N
Flexflight,,Denmark,N
Flight Alaska,,United States,N
Flight Calibration Service,,Germany,N
Flight Centre Victoria,,Canada,N
Flight Corporation,,New Zealand,N
Flight Dispatch Services,,Poland,N
Flight Express,,United States,N
Flight Inspection Center of the General Administration of Civil Aviation in China,,China,N
Flight Inspections and Systems,,Russia,N
Flight International,,United States,N
Flight Line,,United States,N
Flight Ops International,,United States,N
Flight Options,,United States,N
Flight Precision Limited,,United Kingdom,N
Flight Safety Limited,,United Kingdom,N
Flight Support Sweden,,Sweden,N
Flight Trac,,United States,N
Flight Training Europe,,Spain,N
Flight West Airlines,,Australia,N
Flight-Ops International,,Canada,N
Flightcraft,,United States,N
Flightexec,,Canada,N
Flightline,B5,United Kingdom,Y
Flightpass Limited,,United Kingdom,N
Flightstar Corporation,,United States,N
Flightworks,,United States,N
Flint Aviation Services,,United States,N
Florida Air,,United States,N
Florida Coastal Airlines,PA,United States,N
Florida Department of Agriculture,,United States,N
Florida Jet Service,,United States,N
Florida West International Airways,RF,United States,Y
Flugdienst Fehlhaber,,Germany,N
Flugschule Basel,,Switzerland,N
Flugschule Eichenberger,,Switzerland,N
Flugwerkzeuge Aviation Software,,Austria,N
Fly Air,F2,Turkey,N
Fly CI Limited,,United Kingdom,N
Fly Europa Limited,,United Kingdom,N
Fly Excellent,,Sweden,N
Fly International Airways,,Tunisia,N
Fly Line,,Spain,N
Fly Me Sweden,SH,Sweden,N
Fly Wex,,Italy,N
AirAsia X,D7,Malaysia,Y
FlyLal,TE,Lithuania,Y
FlyNordic,LF,Sweden,Y
Flybaboo,F7,Switzerland,Y
Flybe,BE,United Kingdom,Y
Flycolumbia,,Spain,N
Flycom,,Slovenia,N
Flygaktiebolaget Gota Vingar,,Sweden,N
Flyglobespan,B4,United Kingdom,Y
Flygprestanda,,Sweden,N
Flygtransporter I Nykoping,,Sweden,N
Flyguppdraget Backamo,,Sweden,N
Flyhy Cargo Airlines,,Thailand,Y
Flying Carpet Company,,Lebanon,N
Flying Service,,Belgium,N
Flying-Research Aerogeophysical Center,,Russia,N
Flylink Express,,Spain,N
Flyteam Aviation,,United Kingdom,N
Focus Air,,United States,N
Fokker,,Netherlands,N
Fonnafly,,Norway,N
Ford Motor Company,,United Kingdom,N
Formosa Airlines,VY,Taiwan,Y
Formula One Management,,United Kingdom,N
Forth and Clyde Helicopter Services,,United Kingdom,N
Fortunair Canada,,Canada,N
Forward Air International Airlines,BN,United States,N
Foster Aviation,,United States,N
Foster Yeoman,,United Kingdom,N
Fotografia F3,,Spain,N
Four Island Air,,Antigua and Barbuda,N
Four Star Aviation / Four Star Cargo,HK,United States,N
Four Winds Aviation,,United States,N
Foxair,,Italy,N
France Douanes,,France,N
Free Bird Airlines,,Turkey,N
Freedom Air,,New Zealand,N
Freedom Air,FP,United States,Y
Freedom Air Services,,Nigeria,N
Freedom Airlines,,United States,Y
Freedom Airways,,Cyprus,N
Freeway Air,,Netherlands,N
Freight Runners Express,,United States,N
Force Aerienne Francaise,,France,N
Aviation Legere De L'Armee De Terre,,France,N
France Marine Nationale,,France,N
Fresh Air,,Nigeria,N
Freshaer,,United Kingdom,N
Friendship Air Alaska,,United States,N
Friendship Airlines,,Uganda,N
Froggy Corporate Aviation,,Australia,N
Frontier Airlines,F9,United States,Y
Frontier Commuter,,United States,N
Frontier Flying Service,2F,United States,Y
Frontier Guard,,Finland,N
Fujairah Aviation Centre,,United Arab Emirates,N
Fujian Airlines,,China,N
Full Express,,United States,N
Fumigacion Aerea Andaluza,,Spain,N
Fun Flying Thai Air Service,,Thailand,N
Fundació Rego,,Spain,N
Funtshi Aviation Service,,Democratic Republic of the Congo,N
Futura Gael,,Ireland,N
Futura International Airways,FH,Spain,N
G & L Aviation,,South Africa,N
G5 Executive,,Germany,N
GAK/Mitchell Aero,,United States,N
GATSA,,Mexico,N
GB Airlink,,United States,N
GB Airways,GT,United Kingdom,Y
GCS Air Service,,United States,N
GEC Marconi Avionics,,United Kingdom,N
GECAS,,Ireland,N
GENSA,,Brazil,N
GETRA,,Equatorial Guinea,N
GFW Aviation,,Australia,N
GH Stansted Limited,,United Kingdom,N
GM Helicopters,,Latvia,N
GP Express Airlines,,United States,N
GPM Aeroservicio,,Mexico,N
GR-Avia,,Guinea,N
GST Aero Aircompany,,Kazakhstan,N
GTA Air,,United States,N
Ga-Ma Helicoptere,,France,N
Gabon Express,,Gabon,N
Gabon-Air-Transport,,Gabon,N
Gacela Air Cargo,,Mexico,N
Gail Force Express,,United States,N
Gain Jet Aviation,,Greece,N
Galair International,,United Kingdom,N
Galaircervis,,Ukraine,N
Galaxy Air,7O,Kyrgyzstan,N
Galaxy Airlines,,Japan,N
Galena Air Service,,United States,N
Galileo International,1G,United States,N
Gama Aviation,,United Kingdom,N
Gambia International Airlines,GC,Gambia,N
Gambia New Millennium Air,,Gambia,N
Gamisa Aviacion,,Spain,N
Gandalf Airlines,G7,Italy,N
Gander Aviation,,Canada,N
Garden State Airlines,,United States,N
Garrison Aviation,,Canada,N
Garuda Indonesia,GA,Indonesia,Y
Gatari Hutama Air Services,,Indonesia,N
Gauteng Air Cargo,,South Africa,N
Gavina,,Spain,N
Gazpromavia,4G,Russia,Y
Geesair,,Canada,N
Gemini Air Cargo,GR,United States,N
Gendall Air,,Canada,N
Gendarmerie Belge,,Belgium,N
Gendarmie Nationale,,France,N
General Aerospace,,Canada,N
General Airways,,South Africa,N
General Aviation,,Poland,N
General Aviation Flying Services,,United States,N
General Aviation Terminal,,Canada,N
General Motors,,United States,N
Genex,,Belarus,N
Geographic Air Surveys,,Canada,N
Georgian Airways,A9,Georgia,Y
Georgian Aviation Federation,,Georgia,N
Georgian Cargo Airlines Africa,,Senegal,N
Georgian National Airlines,QB,Georgia,Y
DLR,,Germany,N
German Air Force,,Germany,N
German Army,,Germany,N
German Navy,,Germany,N
German Sky Airlines,,Germany,N
Germania,ST,Germany,Y
Germanwings,4U,Germany,Y
Gerry's Dnata,,Pakistan,N
Gesekkschaft Fur Flugzieldarstellung,,Germany,N
Gestair,GP,Spain,N
Gestar,,Chile,N
Gestion Aerea Ajecutiva,,Spain,N
Ghadames Air Transport,,Libya,N
Ghana Airways,,Ghana,N
Ghana International Airlines,G0,Ghana,Y
Gibson Aviation,,United States,N
Global Air Charter,,United States,N
Global Air Operations,,Comoros,N
Global Air Services Nigeria,,Nigeria,N
Global Aircargo,,Bahrain,N
Global Airways,,Democratic Republic of Congo,N
Global Aviation Operations,,South Africa,N
Global Aviation and Services Group,,Libya,N
Global Georgian Airways,,Georgia,N
Global Jet Austria,,Austria,N
Global Jet Corporation,,United States,N
Global Jet Luxembourg,,Luxembourg,N
Global Sky Aircharter,,United States,N
Global Supply Systems,,United Kingdom,N
Global System,,United States,N
Global Weather Dynamics,,United States,N
Global Wings,,Japan,N
Globe Jet,,Lebanon,N
Go Air,G8,India,Y
Go One Airways,GK,United Kingdom,N
GoJet Airlines,G7,United States,Y
Gobierno De Guinea Ecuatorial,,Equatorial Guinea,N
Gof-Air,,Mexico,N
Gofir,,Switzerland,N
Gol Transportes Aéreos,G3,Brazil,Y
Gold Belt Air Transport,,Canada,N
GoldAir,,United Kingdom,N
Goldeck-Flug,,Austria,N
Golden Air,DC,Sweden,Y
Golden Airlines,,United States,N
Golden Pacific Airlines,,United States,N
Golden Rule Airlines,,Kyrgyzstan,N
Golden Star Air Cargo,,Sudan,N
Goldfields Air Services,,Australia,N
Golfe Air Quebec,,Canada,N
Goliaf Air,,Sao Tome and Principe,N
Gomel Airlines,,Belarus,N
Goodridge (UK) Limited,,United Kingdom,N
Gorkha Airlines,G1,Nepal,N
Gorlitsa Airlines,,Ukraine,N
Government Flying Service,,Hong Kong SAR of China,N
Government of Zambia Communications Flight,,Zambia,N
Grampian Flight Centre,,United Kingdom,N
Granada Aviacion,,Spain,N
Grand Aire Express,,United States,N
Grand Airways,,United States,N
Grand Canyon Airlines,,United States,N
Grant Aviation,GS,United States,N
Grantex Aviation,,United Kingdom,N
Great American Airways,,United States,N
Great Lakes Airlines,ZK,United States,Y
Great Lakes Airways (Uganda),,Uganda,N
Great Plains Airlines,,United States,N
Great Wall Airlines,IJ,China,N
Great Western Air,,United States,N
Hellenic Air Force,,Greece,N
Greek Navy,,Greece,N
Griffin Aviation,,Cyprus,N
Grixona,,Moldova,N
Grizodubova Air Company,,Russia,N
Grossmann Air Service,,Austria,N
Grossmann Jet Service,,Czech Republic,N
Ground Handling Service de Mexico,,Mexico,N
Grup Air-Med,,Spain,N
Grupo De Aviacion Ejecutiva,,Mexico,N
Grupo TACA,TA,Costa Rica,Y
Grupo Vuelos Mediterraneo,,Spain,N
Grupoaereo Monterrey,,Mexico,N
Guard Systems,,Norway,N
Guine Bissaur Airlines,G6,Guinea-Bissau,N
Guinea Airways,,Guinea,N
Guinea Cargo,,Equatorial Guinea,N
Guinee Airlines,J9,Guinea,N
Guinea Ecuatorial Airlines,,Equatorial Guinea,N
Guinee Paramount Airlines,,Guinea,N
Guizhou Airlines,,China,N
Guja,,Mexico,N
Gujarat Airways,G8,India,N
Gulf & Caribbean Cargo / Contract Air Cargo,,United States,N
Gulf African Airlines - Gambia,,,N
Gulf Air,,Oman,Y
Gulf Air Bahrain,GF,Bahrain,Y
Gulf Air Inc,,United States,N
Gulf Central Airlines,,United States,N
Gulf Flite Center,,United States,N
Gulf Pearl Air Lines,,Libya,N
Gulfstream Aerospace,,United States,N
Gulfstream Airlines,,United States,N
Gulfstream International Airlines,,United States,Y
Gull Air,,United States,N
Gum Air,,Suriname,N
Guneydogu Havacilik Isletmesi,,Turkey,N
Guyana Airways 2000,GY,,N
Gwyn Aviation,,United Kingdom,N
HC Airlines,,United Kingdom,N
HPM Investments,,United Kingdom,N
HT Helikoptertransport,,Sweden,N
HTA Helicopteros,,Portugal,N
Hadison Aviation,,United States,N
Hageland Aviation Services,H6,United States,Y
Hagondale Limited,,United Kingdom,N
Hahn Air,HR,Germany,N
Hainan Airlines,HU,China,Y
Hainan Phoenix Information Systems,1R,China,N
Haiti Air Freight,,Haiti,N
Haiti Ambassador Airlines,2T,Haiti,Y
Haiti International Air,,Haiti,N
Haiti International Airline,,Haiti,N
Haiti National Airlines (HANA),,Haiti,N
Haiti North Airline,,Haiti,N
Haiti Trans Air,,Haiti,N
Haitian Aviation Line,,Haiti,N
Hajvairy Airlines,,Pakistan,N
Hak Air,,Nigeria,N
Hala Air,,Sudan,N
Halcyon Air/Bissau Airways,,Guinea-Bissau,N
Hamburg International,4R,Germany,Y
Hamlin Jet,,United Kingdom,N
Hamra Air,,United Arab Emirates,N
Hand D Aviation,,United States,N
Hangar 8,,United Kingdom,N
Hangard Aviation,,Mongolia,N
Hansung Airlines,,Republic of Korea,N
TUIfly,X3,Germany,Y
Hapagfly,HF,Germany,Y
Harbor Airlines,HB,United States,N
Harmony Airways,HQ,Canada,N
Haughey Air,,United Kingdom,N
Haverfordwest Air Charter Services,,United Kingdom,N
Havilah Air Services,,Nigeria,N
Hawaiian Airlines,HA,United States,Y
Hawaiian Pacific Airlines,HP,United States,N
Hawk Air,,Argentina,N
Hawk De Mexico,,Mexico,N
Hawkair,BH,Canada,Y
Hawkaire,,United States,N
Hazelton Airlines,,Australia,N
Heavylift Cargo Airlines,HN,Australia,N
Heavylift International,,United Arab Emirates,N
Helcopteros De Cataluna,,Spain,N
Helenair (Barbados),,Barbados,N
Helenair Corporation,,Saint Lucia,N
Helenia Helicopter Service,,Denmark,N
Heli Air Services,,Bulgaria,N
Heli Ambulance Team,,Austria,N
Heli Bernina,,Switzerland,N
Heli France,8H,France,Y
Heli Hungary,,Hungary,N
Heli Medwest De Mexico,,Mexico,N
Heli Securite,,France,N
Heli Trip,,Mexico,N
Heli Union Heli Prestations,,France,N
Heli-Air-Monaco,,Monaco,N
Heli-Holland,,Netherlands,N
Heli-Iberica,,Spain,N
Heli-Iberica Fotogrametria,,Spain,N
Heli-Inter Guyane,,France,N
Heli-Link,,Switzerland,N
Heliamerica De Mexico,,Mexico,N
Heliavia-Transporte Aereo,,Portugal,N
Heliaviation Limited,,United Kingdom,N
Helibravo Aviacao,,Portugal,N
Helicap,,France,N
Helicentre Coventry,,United Kingdom,N
Helicol,,Colombia,N
Helicopter,,Czech Republic,N
Helicopter & Aviation Services,,United Kingdom,N
Helicopter Training & Hire,,United Kingdom,N
Helicopteros Aero Personal,,Mexico,N
Helicopteros Agroforestal,,Chile,N
Helicopteros Internacionales,,Mexico,N
Helicopteros Y Vehiculos Nacionales Aereos,,Mexico,N
Helicsa,,Spain,N
Helijet,JB,Canada,Y
Helikopterdrift,,Norway,N
Helikopterservice Euro Air,,Sweden,N
Heliocean,,France,N
Helios Airways,ZU,Cyprus,N
Helipistas,,Spain,N
Heliportugal,,Portugal,N
Heliservicio Campeche,,Mexico,N
Helisul,,Portugal,N
Heliswiss,,Switzerland,N
Helitafe,,Mexico,N
Helitalia,,Italy,N
Helitaxi Ofavi,,Mexico,N
Helitrans,,Norway,N
Helitrans Air Service,,United States,N
Heliworks,,Chile,N
Hellas Jet,T4,Greece,Y
Hello,HW,Switzerland,Y
Helog,,Switzerland,N
Helvetic Airways,2L,Switzerland,Y
Hemus Air,DU,Bulgaria,N
Henebury Aviation,,Australia,N
Heritiage Flight (Valley Air Services),,United States,N
Herman's Markair Express,,United States,N
Herritage Aviation Developments,,United Kingdom,N
Hewa Bora Airways,EO,Democratic Republic of the Congo,N
Hex'Air,UD,France,Y
Hi-Jet Helicopter Services,,Suriname,N
Hi Fly,5K,Portugal,N
High-Line Airways,,Canada,N
Highland Airways,,United Kingdom,Y
Hispaniola Airways,,Dominican Republic,N
Hogan Air,,United States,N
Hokkaido Air System,,Japan,N
Hokkaido International Airlines,HD,Japan,Y
Hokuriki-Koukuu Company,,Japan,N
Hola Airlines,H5,Spain,N
Holding International Group,,Mexico,N
Holiday Airlines,,United States,N
Holstenair Lubeck,,Germany,N
Homac Aviation,,Luxembourg,N
Honduras Airlines,,Honduras,N
Hong Kong Airlines,HX,Hong Kong SAR of China,Y
Hong Kong Express Airways,UO,Hong Kong SAR of China,Y
Honiara Cargo Express,,Solomon Islands,N
Hop-A-Jet,,United States,N
Hope Air,HH,Canada,N
Horizon Air,QX,United States,Y
Horizon Air Service,,United States,N
Horizon Air for Transport and Training,,Libya,N
Horizon Air-Taxi,,Switzerland,N
Horizon Airlines,BN,Australia,Y
Horizon Plus,,Bangladesh,N
Horizons Unlimited,,United States,N
Horizontes Aereos,,Mexico,N
Hoteles Dinamicos,,Mexico,N
Houston Helicopters,,United States,N
Houston Jet Services,,Austria,N
Hozu-Avia,,Kazakhstan,N
Hub Airlines,,United States,N
Huessler Air Service,,United States,N
Hughes Aircraft Company,,United States,N
Hummingbird Helicopter Service,,United States,N
Hunair Hungarian Airlines,,Hungary,N
Hungarian Air Force,,Hungary,N
Hyack Air,,Canada,N
Hydro Air Flight Operations,,South Africa,N
Hydro-Québec,,Canada,N
Héli Sécurité Helicopter Airlines,H4,France,N
International Air Carrier Association,,Belgium,N
IBC Airways,II,United States,N
IBL Aviation,,Mauritius,N
IBM Euroflight Operations,,Switzerland,N
ICAO,,,N
ICAR Airlines,C3,Ukraine,N
ICC Canada,,Canada,N
IDG Technology Air,,Czech Republic,N
IFL Group,,United States,N
II Lione Alato Arl,,United Kingdom,N
IJM International Jet Management,,Austria,N
IKI International Airlines,,Japan,N
IKON FTO,,Germany,N
IMP Aviation Services,,Canada,N
IMP Group Aviation Services,,Canada,N
INFINI Travel Information,1F,Japan,N
IPEC Aviation,,Australia,N
IPM Europe,,United Kingdom,N
IRS Airlines,,Nigeria,N
ISD Avia,,Ukraine,N
ITA Software,1U,United States,N
IVV Femida,,Russia,N
Iberia Airlines,IB,Spain,Y
Ibertour Servicios Aereos,,Spain,N
Ibertrans Aerea,,Spain,N
Iberworld,TY,Spain,Y
Ibex Airlines,FW,Japan,Y
Ibicenca Air,,Spain,N
Ibk-Petra,,Sudan,N
Icar Air,,Bosnia and Herzegovina,Y
Icare Franche Compte,,France,N
Icaro,,Ecuador,N
Icaro,,Italy,N
Icarus,,Italy,N
Icejet,,Iceland,N
Icelandair,FI,Iceland,Y
Icelandic Coast Guard,,Iceland,N
Ikaros DK,,Denmark,N
Il Ciocco International Travel Service,,Italy,N
Il-Avia,,Russia,N
Ildefonso Redriguez,,Mexico,N
Iliamna Air Taxi,,United States,N
Ilpo Aruba Cargo,,Aruba,N
Ilyich-Avia,,Ukraine,N
Imaer,,Portugal,N
Imair Airlines,IK,Azerbaijan,Y
Imperial Airways,,United States,N
Imtrec Aviation,,Cambodia,N
Independence Air,DH,United States,N
Independent Air Freighters,,Australia,N
IndiGo Airlines,6E,India,Y
India International Airways,,India,N
Indian Air Force,,India,N
Indian Airlines,IC,India,Y
Indicator Company,,Hungary,N
Indigo,I9,United States,Y
Indonesia Air Transport,,Indonesia,N
Indonesia AirAsia,QZ,Indonesia,Y
Indonesian Airlines,IO,Indonesia,Y
Industri Pesawat Terbang Nusantara,,Indonesia,N
Industrias Titan,,Spain,N
Infinit Air,,Spain,N
Inflite The Jet Centre,,United Kingdom,N
Innotech Aviation,,Canada,N
Insel Air International,,Netherlands Antilles,N
Instituto Cartografico de Cataluna,,Spain,N
Intair,,Canada,N
Intal Avia,,Kyrgyzstan,N
Intavia Limited,,United Kingdom,N
InteliJet Airways,IJ,Colombia,N
Intensive Air,,South Africa,N
Inter Air,,Bulgaria,N
Inter Express,,Turkey,N
Inter Islands Airlines,H4,Cape Verde,N
Inter RCA,,Central African Republic,N
Inter Tropic Airlines,,Sierra Leone,N
Inter-Air,,United States,N
Inter-Canadian,,Canada,N
Inter-Island Air,,United States,N
Inter-Mountain Airways,,United States,N
Inter-State Aviation,,United States,N
Interair South Africa,D6,South Africa,Y
Interaire,,Mexico,N
Interavia Airlines,ZA,Russia,Y
Interaviatrans,,Ukraine,N
Intercontinental de Aviaci,RS,Colombia,N
